,Date,Species,Latitude,Longitude,NumMosquitos,WnvPresent,Year,Month,Day
56,2007-06-05,CULEX RESTUANS,41.846075,-87.716277,1,0,2007,6,5
57,2007-06-05,CULEX RESTUANS,41.867108,-87.654224,1,0,2007,6,5
58,2007-06-05,CULEX RESTUANS,41.868077,-87.666901,7,0,2007,6,5
59,2007-06-05,CULEX RESTUANS,41.878114,-87.629798,3,0,2007,6,5
60,2007-06-05,CULEX RESTUANS,41.891118,-87.654491,1,0,2007,6,5
61,2007-06-05,CULEX RESTUANS,41.896282,-87.655232,2,0,2007,6,5
62,2007-06-05,CULEX RESTUANS,41.906638,-87.701431,3,0,2007,6,5
63,2007-06-05,CULEX RESTUANS,41.907645,-87.760886,3,0,2007,6,5
64,2007-06-05,CULEX RESTUANS,41.916265,-87.800515,10,0,2007,6,5
65,2007-06-05,CULEX RESTUANS,41.918705,-87.752329,1,0,2007,6,5
66,2007-06-05,CULEX RESTUANS,41.919343,-87.694259,1,0,2007,6,5
67,2007-06-05,CULEX RESTUANS,41.9216,-87.666455,2,0,2007,6,5
68,2007-06-05,CULEX RESTUANS,41.921965,-87.632085,3,0,2007,6,5
69,2007-06-05,CULEX RESTUANS,41.932094,-87.700117,1,0,2007,6,5
70,2007-06-05,CULEX RESTUANS,41.944869,-87.832763,1,0,2007,6,5
71,2007-06-05,CULEX RESTUANS,41.948167,-87.730698,1,0,2007,6,5
72,2007-06-05,CULEX RESTUANS,41.94983,-87.698457,1,0,2007,6,5
73,2007-06-05,CULEX RESTUANS,41.953067,-87.776792,3,0,2007,6,5
74,2007-06-05,CULEX RESTUANS,41.95469,-87.800991,5,0,2007,6,5
75,2007-06-05,CULEX RESTUANS,41.958271,-87.702575,2,0,2007,6,5
76,2007-06-05,CULEX RESTUANS,41.961743,-87.76007,2,0,2007,6,5
77,2007-06-05,CULEX RESTUANS,41.963976,-87.69181,1,0,2007,6,5
78,2007-06-05,CULEX RESTUANS,41.974089,-87.824812,2,0,2007,6,5
79,2007-06-05,CULEX RESTUANS,41.979243,-87.750938,1,0,2007,6,5
80,2007-06-05,CULEX RESTUANS,41.981964,-87.812827,2,0,2007,6,5
81,2007-06-05,CULEX RESTUANS,41.986921,-87.689778,2,0,2007,6,5
82,2007-06-05,CULEX RESTUANS,41.999129,-87.795585,9,0,2007,6,5
83,2007-06-05,CULEX RESTUANS,42.006858,-87.675919,2,0,2007,6,5
84,2007-06-05,CULEX RESTUANS,42.011601,-87.811506,1,0,2007,6,5
85,2007-06-26,CULEX PIPIENS,41.662014,-87.724608,6,0,2007,6,26
86,2007-06-26,CULEX PIPIENS,41.868077,-87.666901,1,0,2007,6,26
87,2007-06-26,CULEX PIPIENS,41.869107,-87.696293,1,0,2007,6,26
88,2007-06-26,CULEX PIPIENS/RESTUANS,41.662014,-87.724608,20,0,2007,6,26
89,2007-06-26,CULEX PIPIENS/RESTUANS,41.682587,-87.707973,1,0,2007,6,26
90,2007-06-26,CULEX PIPIENS/RESTUANS,41.688324,-87.676709,2,0,2007,6,26
91,2007-06-26,CULEX PIPIENS/RESTUANS,41.719059,-87.675088,3,0,2007,6,26
92,2007-06-26,CULEX PIPIENS/RESTUANS,41.846283,-87.656913,1,0,2007,6,26
93,2007-06-26,CULEX PIPIENS/RESTUANS,41.852652,-87.719887,5,0,2007,6,26
94,2007-06-26,CULEX PIPIENS/RESTUANS,41.867108,-87.654224,2,0,2007,6,26
95,2007-06-26,CULEX PIPIENS/RESTUANS,41.868077,-87.666901,10,0,2007,6,26
96,2007-06-26,CULEX PIPIENS/RESTUANS,41.868142,-87.696269,1,0,2007,6,26
97,2007-06-26,CULEX PIPIENS/RESTUANS,41.891118,-87.654491,1,0,2007,6,26
98,2007-06-26,CULEX PIPIENS/RESTUANS,41.891126,-87.61156,1,0,2007,6,26
99,2007-06-26,CULEX PIPIENS/RESTUANS,41.906638,-87.701431,2,0,2007,6,26
100,2007-06-26,CULEX PIPIENS/RESTUANS,41.916265,-87.800515,3,0,2007,6,26
101,2007-06-26,CULEX PIPIENS/RESTUANS,41.9216,-87.666455,1,0,2007,6,26
102,2007-06-26,CULEX PIPIENS/RESTUANS,41.944869,-87.832763,2,0,2007,6,26
103,2007-06-26,CULEX PIPIENS/RESTUANS,41.953705,-87.733974,1,0,2007,6,26
104,2007-06-26,CULEX PIPIENS/RESTUANS,41.95469,-87.800991,1,0,2007,6,26
105,2007-06-26,CULEX PIPIENS/RESTUANS,41.961743,-87.76007,1,0,2007,6,26
106,2007-06-26,CULEX PIPIENS/RESTUANS,41.979243,-87.750938,1,0,2007,6,26
107,2007-06-26,CULEX PIPIENS/RESTUANS,41.986921,-87.689778,1,0,2007,6,26
108,2007-06-26,CULEX PIPIENS/RESTUANS,41.990284,-87.797127,1,0,2007,6,26
109,2007-06-26,CULEX PIPIENS/RESTUANS,41.991429,-87.747113,2,0,2007,6,26
110,2007-06-26,CULEX PIPIENS/RESTUANS,41.994991,-87.769279,1,0,2007,6,26
111,2007-06-26,CULEX PIPIENS/RESTUANS,41.999129,-87.795585,1,0,2007,6,26
112,2007-06-26,CULEX PIPIENS/RESTUANS,42.011601,-87.811506,2,0,2007,6,26
113,2007-06-26,CULEX PIPIENS/RESTUANS,42.01743,-87.687769,2,0,2007,6,26
114,2007-06-26,CULEX RESTUANS,41.662014,-87.724608,25,0,2007,6,26
115,2007-06-26,CULEX RESTUANS,41.682587,-87.707973,4,0,2007,6,26
116,2007-06-26,CULEX RESTUANS,41.688324,-87.676709,2,0,2007,6,26
117,2007-06-26,CULEX RESTUANS,41.719059,-87.675088,5,0,2007,6,26
118,2007-06-26,CULEX RESTUANS,41.721474,-87.648064,2,0,2007,6,26
119,2007-06-26,CULEX RESTUANS,41.731922,-87.677512,5,0,2007,6,26
120,2007-06-26,CULEX RESTUANS,41.843811,-87.686763,1,0,2007,6,26
121,2007-06-26,CULEX RESTUANS,41.852652,-87.719887,1,0,2007,6,26
122,2007-06-26,CULEX RESTUANS,41.857402,-87.694991,1,0,2007,6,26
123,2007-06-26,CULEX RESTUANS,41.868077,-87.666901,19,0,2007,6,26
124,2007-06-26,CULEX RESTUANS,41.868142,-87.696269,1,0,2007,6,26
125,2007-06-26,CULEX RESTUANS,41.878114,-87.629798,1,0,2007,6,26
126,2007-06-26,CULEX RESTUANS,41.891118,-87.654491,6,0,2007,6,26
127,2007-06-26,CULEX RESTUANS,41.891126,-87.61156,1,0,2007,6,26
128,2007-06-26,CULEX RESTUANS,41.896282,-87.655232,1,0,2007,6,26
129,2007-06-26,CULEX RESTUANS,41.906638,-87.701431,3,0,2007,6,26
130,2007-06-26,CULEX RESTUANS,41.916265,-87.800515,6,0,2007,6,26
131,2007-06-26,CULEX RESTUANS,41.919343,-87.694259,1,0,2007,6,26
132,2007-06-26,CULEX RESTUANS,41.921177,-87.79518,1,0,2007,6,26
133,2007-06-26,CULEX RESTUANS,41.9216,-87.666455,1,0,2007,6,26
134,2007-06-26,CULEX RESTUANS,41.932094,-87.700117,1,0,2007,6,26
135,2007-06-26,CULEX RESTUANS,41.944869,-87.832763,4,0,2007,6,26
136,2007-06-26,CULEX RESTUANS,41.94983,-87.698457,1,0,2007,6,26
137,2007-06-26,CULEX RESTUANS,41.953067,-87.776792,4,0,2007,6,26
138,2007-06-26,CULEX RESTUANS,41.95469,-87.800991,4,0,2007,6,26
139,2007-06-26,CULEX RESTUANS,41.958271,-87.702575,6,0,2007,6,26
140,2007-06-26,CULEX RESTUANS,41.961743,-87.76007,3,0,2007,6,26
141,2007-06-26,CULEX RESTUANS,41.963976,-87.69181,1,0,2007,6,26
142,2007-06-26,CULEX RESTUANS,41.964242,-87.757639,2,0,2007,6,26
143,2007-06-26,CULEX RESTUANS,41.966987,-87.674677,1,0,2007,6,26
144,2007-06-26,CULEX RESTUANS,41.974089,-87.824812,1,0,2007,6,26
145,2007-06-26,CULEX RESTUANS,41.986921,-87.689778,9,0,2007,6,26
146,2007-06-26,CULEX RESTUANS,41.990284,-87.797127,1,0,2007,6,26
147,2007-06-26,CULEX RESTUANS,41.994991,-87.769279,4,0,2007,6,26
148,2007-06-26,CULEX RESTUANS,41.999129,-87.795585,1,0,2007,6,26
149,2007-06-26,CULEX RESTUANS,42.006858,-87.675919,2,0,2007,6,26
150,2007-06-26,CULEX RESTUANS,42.008314,-87.777921,2,0,2007,6,26
151,2007-06-26,CULEX RESTUANS,42.011601,-87.811506,2,0,2007,6,26
152,2007-06-26,CULEX RESTUANS,42.01743,-87.687769,2,0,2007,6,26
153,2007-06-26,CULEX SALINARIUS,41.95469,-87.800991,1,0,2007,6,26
154,2007-06-29,CULEX PIPIENS,41.688324,-87.676709,1,0,2007,6,29
155,2007-06-29,CULEX PIPIENS,41.721474,-87.648064,1,0,2007,6,29
156,2007-06-29,CULEX PIPIENS,41.801498,-87.763416,1,0,2007,6,29
157,2007-06-29,CULEX PIPIENS,41.868077,-87.666901,3,0,2007,6,29
158,2007-06-29,CULEX PIPIENS/RESTUANS,41.692555,-87.598865,1,0,2007,6,29
159,2007-06-29,CULEX PIPIENS/RESTUANS,41.721474,-87.648064,1,0,2007,6,29
160,2007-06-29,CULEX PIPIENS/RESTUANS,41.857402,-87.694991,2,0,2007,6,29
161,2007-06-29,CULEX PIPIENS/RESTUANS,41.862292,-87.64886,1,0,2007,6,29
162,2007-06-29,CULEX PIPIENS/RESTUANS,41.868077,-87.666901,1,0,2007,6,29
163,2007-06-29,CULEX PIPIENS/RESTUANS,41.89923,-87.716788,1,0,2007,6,29
164,2007-06-29,CULEX PIPIENS/RESTUANS,41.903002,-87.688267,1,0,2007,6,29
165,2007-06-29,CULEX PIPIENS/RESTUANS,41.916265,-87.800515,1,0,2007,6,29
166,2007-06-29,CULEX PIPIENS/RESTUANS,41.921965,-87.632085,3,0,2007,6,29
167,2007-06-29,CULEX PIPIENS/RESTUANS,41.923738,-87.785288,1,0,2007,6,29
168,2007-06-29,CULEX PIPIENS/RESTUANS,41.94016,-87.794896,1,0,2007,6,29
169,2007-06-29,CULEX PIPIENS/RESTUANS,41.95469,-87.800991,2,0,2007,6,29
170,2007-06-29,CULEX PIPIENS/RESTUANS,41.974089,-87.824812,1,0,2007,6,29
171,2007-06-29,CULEX PIPIENS/RESTUANS,41.986921,-87.689778,2,0,2007,6,29
172,2007-06-29,CULEX PIPIENS/RESTUANS,41.991429,-87.747113,1,0,2007,6,29
173,2007-06-29,CULEX PIPIENS/RESTUANS,42.011601,-87.811506,2,0,2007,6,29
174,2007-06-29,CULEX PIPIENS/RESTUANS,42.01743,-87.687769,2,0,2007,6,29
175,2007-06-29,CULEX RESTUANS,41.662014,-87.724608,3,0,2007,6,29
176,2007-06-29,CULEX RESTUANS,41.682587,-87.707973,6,0,2007,6,29
177,2007-06-29,CULEX RESTUANS,41.688324,-87.676709,2,0,2007,6,29
178,2007-06-29,CULEX RESTUANS,41.692555,-87.598865,1,0,2007,6,29
179,2007-06-29,CULEX RESTUANS,41.723195,-87.64997,2,0,2007,6,29
180,2007-06-29,CULEX RESTUANS,41.731922,-87.677512,1,0,2007,6,29
181,2007-06-29,CULEX RESTUANS,41.857402,-87.694991,3,0,2007,6,29
182,2007-06-29,CULEX RESTUANS,41.868077,-87.666901,6,0,2007,6,29
183,2007-06-29,CULEX RESTUANS,41.878114,-87.629798,1,0,2007,6,29
184,2007-06-29,CULEX RESTUANS,41.891118,-87.654491,2,0,2007,6,29
185,2007-06-29,CULEX RESTUANS,41.89923,-87.716788,1,0,2007,6,29
186,2007-06-29,CULEX RESTUANS,41.907645,-87.760886,1,0,2007,6,29
187,2007-06-29,CULEX RESTUANS,41.916265,-87.800515,5,0,2007,6,29
188,2007-06-29,CULEX RESTUANS,41.948167,-87.730698,5,0,2007,6,29
189,2007-06-29,CULEX RESTUANS,41.953067,-87.776792,1,0,2007,6,29
190,2007-06-29,CULEX RESTUANS,41.958271,-87.702575,2,0,2007,6,29
191,2007-06-29,CULEX RESTUANS,41.961743,-87.76007,1,0,2007,6,29
192,2007-06-29,CULEX RESTUANS,41.970248,-87.787992,1,0,2007,6,29
193,2007-06-29,CULEX RESTUANS,41.974089,-87.824812,2,0,2007,6,29
194,2007-06-29,CULEX RESTUANS,41.986921,-87.689778,1,0,2007,6,29
195,2007-06-29,CULEX RESTUANS,41.990284,-87.797127,1,0,2007,6,29
196,2007-06-29,CULEX RESTUANS,41.999129,-87.795585,3,0,2007,6,29
197,2007-06-29,CULEX RESTUANS,42.006858,-87.675919,1,0,2007,6,29
198,2007-06-29,CULEX RESTUANS,42.010412,-87.66214,1,0,2007,6,29
199,2007-06-29,CULEX RESTUANS,42.01743,-87.687769,2,0,2007,6,29
200,2007-07-02,CULEX PIPIENS,41.731922,-87.677512,3,0,2007,7,2
201,2007-07-02,CULEX PIPIENS,41.986921,-87.689778,1,0,2007,7,2
202,2007-07-02,CULEX PIPIENS/RESTUANS,41.662014,-87.724608,16,0,2007,7,2
203,2007-07-02,CULEX PIPIENS/RESTUANS,41.682587,-87.707973,28,0,2007,7,2
204,2007-07-02,CULEX PIPIENS/RESTUANS,41.688324,-87.676709,2,0,2007,7,2
205,2007-07-02,CULEX PIPIENS/RESTUANS,41.704336,-87.703736,1,0,2007,7,2
206,2007-07-02,CULEX PIPIENS/RESTUANS,41.719059,-87.675088,3,0,2007,7,2
207,2007-07-02,CULEX PIPIENS/RESTUANS,41.721474,-87.648064,2,0,2007,7,2
208,2007-07-02,CULEX PIPIENS/RESTUANS,41.723195,-87.64997,1,0,2007,7,2
209,2007-07-02,CULEX PIPIENS/RESTUANS,41.731922,-87.677512,3,0,2007,7,2
210,2007-07-02,CULEX PIPIENS/RESTUANS,41.846075,-87.716277,1,0,2007,7,2
211,2007-07-02,CULEX PIPIENS/RESTUANS,41.846283,-87.656913,1,0,2007,7,2
212,2007-07-02,CULEX PIPIENS/RESTUANS,41.857402,-87.694991,5,0,2007,7,2
213,2007-07-02,CULEX PIPIENS/RESTUANS,41.868077,-87.666901,2,0,2007,7,2
214,2007-07-02,CULEX PIPIENS/RESTUANS,41.868142,-87.696269,4,0,2007,7,2
215,2007-07-02,CULEX PIPIENS/RESTUANS,41.869107,-87.696293,1,0,2007,7,2
216,2007-07-02,CULEX PIPIENS/RESTUANS,41.883284,-87.705085,2,0,2007,7,2
217,2007-07-02,CULEX PIPIENS/RESTUANS,41.891118,-87.654491,3,0,2007,7,2
218,2007-07-02,CULEX PIPIENS/RESTUANS,41.891126,-87.61156,2,0,2007,7,2
219,2007-07-02,CULEX PIPIENS/RESTUANS,41.89923,-87.716788,3,0,2007,7,2
220,2007-07-02,CULEX PIPIENS/RESTUANS,41.916265,-87.800515,5,0,2007,7,2
221,2007-07-02,CULEX PIPIENS/RESTUANS,41.918705,-87.752329,1,0,2007,7,2
222,2007-07-02,CULEX PIPIENS/RESTUANS,41.921177,-87.79518,1,0,2007,7,2
223,2007-07-02,CULEX PIPIENS/RESTUANS,41.9216,-87.666455,2,0,2007,7,2
224,2007-07-02,CULEX PIPIENS/RESTUANS,41.921965,-87.632085,2,0,2007,7,2
225,2007-07-02,CULEX PIPIENS/RESTUANS,41.923738,-87.785288,6,0,2007,7,2
226,2007-07-02,CULEX PIPIENS/RESTUANS,41.942114,-87.776385,3,0,2007,7,2
227,2007-07-02,CULEX PIPIENS/RESTUANS,41.944869,-87.832763,6,0,2007,7,2
228,2007-07-02,CULEX PIPIENS/RESTUANS,41.948167,-87.730698,2,0,2007,7,2
229,2007-07-02,CULEX PIPIENS/RESTUANS,41.953067,-87.776792,1,0,2007,7,2
230,2007-07-02,CULEX PIPIENS/RESTUANS,41.95469,-87.800991,3,0,2007,7,2
231,2007-07-02,CULEX PIPIENS/RESTUANS,41.960616,-87.777189,1,0,2007,7,2
232,2007-07-02,CULEX PIPIENS/RESTUANS,41.970248,-87.787992,5,0,2007,7,2
233,2007-07-02,CULEX PIPIENS/RESTUANS,41.974089,-87.824812,3,0,2007,7,2
234,2007-07-02,CULEX PIPIENS/RESTUANS,41.986921,-87.689778,1,0,2007,7,2
235,2007-07-02,CULEX PIPIENS/RESTUANS,41.994469,-87.667736,1,0,2007,7,2
236,2007-07-02,CULEX PIPIENS/RESTUANS,41.994991,-87.769279,4,0,2007,7,2
237,2007-07-02,CULEX PIPIENS/RESTUANS,42.008314,-87.777921,4,0,2007,7,2
238,2007-07-02,CULEX PIPIENS/RESTUANS,42.010412,-87.66214,1,0,2007,7,2
239,2007-07-02,CULEX RESTUANS,41.662014,-87.724608,12,0,2007,7,2
240,2007-07-02,CULEX RESTUANS,41.682587,-87.707973,4,0,2007,7,2
241,2007-07-02,CULEX RESTUANS,41.688324,-87.676709,3,0,2007,7,2
242,2007-07-02,CULEX RESTUANS,41.719059,-87.675088,2,0,2007,7,2
243,2007-07-02,CULEX RESTUANS,41.731922,-87.677512,4,0,2007,7,2
244,2007-07-02,CULEX RESTUANS,41.867108,-87.654224,1,0,2007,7,2
245,2007-07-02,CULEX RESTUANS,41.868077,-87.666901,11,0,2007,7,2
246,2007-07-02,CULEX RESTUANS,41.868142,-87.696269,8,0,2007,7,2
247,2007-07-02,CULEX RESTUANS,41.869216,-87.627561,2,0,2007,7,2
248,2007-07-02,CULEX RESTUANS,41.883284,-87.705085,1,0,2007,7,2
249,2007-07-02,CULEX RESTUANS,41.891118,-87.654491,16,0,2007,7,2
250,2007-07-02,CULEX RESTUANS,41.891126,-87.61156,1,0,2007,7,2
251,2007-07-02,CULEX RESTUANS,41.89923,-87.716788,2,0,2007,7,2
252,2007-07-02,CULEX RESTUANS,41.916265,-87.800515,2,0,2007,7,2
253,2007-07-02,CULEX RESTUANS,41.921177,-87.79518,2,0,2007,7,2
254,2007-07-02,CULEX RESTUANS,41.9216,-87.666455,2,0,2007,7,2
255,2007-07-02,CULEX RESTUANS,41.921965,-87.632085,1,0,2007,7,2
256,2007-07-02,CULEX RESTUANS,41.923738,-87.785288,1,0,2007,7,2
257,2007-07-02,CULEX RESTUANS,41.94983,-87.698457,1,0,2007,7,2
258,2007-07-02,CULEX RESTUANS,41.953067,-87.776792,1,0,2007,7,2
259,2007-07-02,CULEX RESTUANS,41.95469,-87.800991,2,0,2007,7,2
260,2007-07-02,CULEX RESTUANS,41.958271,-87.702575,1,0,2007,7,2
261,2007-07-02,CULEX RESTUANS,41.964242,-87.757639,1,0,2007,7,2
262,2007-07-02,CULEX RESTUANS,41.970248,-87.787992,1,0,2007,7,2
263,2007-07-02,CULEX RESTUANS,41.981964,-87.812827,2,0,2007,7,2
264,2007-07-02,CULEX RESTUANS,41.986921,-87.689778,5,0,2007,7,2
265,2007-07-02,CULEX RESTUANS,41.990284,-87.797127,1,0,2007,7,2
266,2007-07-02,CULEX RESTUANS,41.994469,-87.667736,1,0,2007,7,2
267,2007-07-02,CULEX RESTUANS,41.994991,-87.769279,4,0,2007,7,2
268,2007-07-02,CULEX RESTUANS,42.008314,-87.777921,3,0,2007,7,2
269,2007-07-02,CULEX RESTUANS,42.011601,-87.811506,1,0,2007,7,2
270,2007-07-02,CULEX RESTUANS,42.01743,-87.687769,1,0,2007,7,2
271,2007-07-02,CULEX SALINARIUS,41.662014,-87.724608,2,0,2007,7,2
272,2007-07-02,CULEX SALINARIUS,41.878114,-87.629798,1,0,2007,7,2
273,2007-07-02,CULEX SALINARIUS,41.991429,-87.747113,1,0,2007,7,2
274,2007-07-11,CULEX PIPIENS,41.662014,-87.724608,1,0,2007,7,11
275,2007-07-11,CULEX PIPIENS,41.682587,-87.707973,29,0,2007,7,11
276,2007-07-11,CULEX PIPIENS,41.688324,-87.676709,19,0,2007,7,11
277,2007-07-11,CULEX PIPIENS,41.692555,-87.598865,1,0,2007,7,11
278,2007-07-11,CULEX PIPIENS,41.731922,-87.677512,2,0,2007,7,11
279,2007-07-11,CULEX PIPIENS,41.778297,-87.752411,2,0,2007,7,11
280,2007-07-11,CULEX PIPIENS,41.800737,-87.71188,2,0,2007,7,11
281,2007-07-11,CULEX PIPIENS,41.801179,-87.679447,1,0,2007,7,11
282,2007-07-11,CULEX PIPIENS,41.803423,-87.642984,1,0,2007,7,11
283,2007-07-11,CULEX PIPIENS,41.823065,-87.678378,1,0,2007,7,11
284,2007-07-11,CULEX PIPIENS,41.862292,-87.64886,1,0,2007,7,11
285,2007-07-11,CULEX PIPIENS,41.868142,-87.696269,1,0,2007,7,11
286,2007-07-11,CULEX PIPIENS,41.869216,-87.627561,1,0,2007,7,11
287,2007-07-11,CULEX PIPIENS,41.891118,-87.654491,3,0,2007,7,11
288,2007-07-11,CULEX PIPIENS,41.89923,-87.716788,5,0,2007,7,11
289,2007-07-11,CULEX PIPIENS,41.903002,-87.688267,1,0,2007,7,11
290,2007-07-11,CULEX PIPIENS,41.944869,-87.832763,1,0,2007,7,11
291,2007-07-11,CULEX PIPIENS,41.95469,-87.800991,2,0,2007,7,11
292,2007-07-11,CULEX PIPIENS,41.958271,-87.702575,1,0,2007,7,11
293,2007-07-11,CULEX PIPIENS,42.008314,-87.777921,5,0,2007,7,11
294,2007-07-11,CULEX PIPIENS,42.011601,-87.811506,3,0,2007,7,11
295,2007-07-11,CULEX PIPIENS/RESTUANS,41.662014,-87.724608,18,0,2007,7,11
296,2007-07-11,CULEX PIPIENS/RESTUANS,41.682587,-87.707973,189,0,2007,7,11
297,2007-07-11,CULEX PIPIENS/RESTUANS,41.688324,-87.676709,143,0,2007,7,11
298,2007-07-11,CULEX PIPIENS/RESTUANS,41.692555,-87.598865,4,0,2007,7,11
299,2007-07-11,CULEX PIPIENS/RESTUANS,41.719059,-87.675088,17,0,2007,7,11
300,2007-07-11,CULEX PIPIENS/RESTUANS,41.720848,-87.666014,1,0,2007,7,11
301,2007-07-11,CULEX PIPIENS/RESTUANS,41.721474,-87.648064,15,0,2007,7,11
302,2007-07-11,CULEX PIPIENS/RESTUANS,41.723195,-87.64997,1,0,2007,7,11
303,2007-07-11,CULEX PIPIENS/RESTUANS,41.731922,-87.677512,22,0,2007,7,11
304,2007-07-11,CULEX PIPIENS/RESTUANS,41.754292,-87.590773,2,0,2007,7,11
305,2007-07-11,CULEX PIPIENS/RESTUANS,41.754676,-87.612922,2,0,2007,7,11
306,2007-07-11,CULEX PIPIENS/RESTUANS,41.759346,-87.745602,9,0,2007,7,11
307,2007-07-11,CULEX PIPIENS/RESTUANS,41.766202,-87.562889,6,0,2007,7,11
308,2007-07-11,CULEX PIPIENS/RESTUANS,41.768388,-87.678649,10,0,2007,7,11
309,2007-07-11,CULEX PIPIENS/RESTUANS,41.77166,-87.703047,4,0,2007,7,11
